data_loss_epoch,data_loss_step,epoch,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step
0.0003125198418274522,,76,307,,,0.0003125198418274522,
0.00030941181466914713,,77,311,,,0.00030941181466914713,
0.0002995957911480218,,78,315,,,0.0002995957911480218,
0.00029034691397100687,,79,319,,,0.00029034691397100687,
0.0002851428871508688,,80,323,,,0.0002851428871508688,
0.00028053662390448153,,81,327,,,0.00028053662390448153,
0.0002873263438232243,,82,331,,,0.0002873263438232243,
0.00027909528580494225,,83,335,,,0.00027909528580494225,
0.00026852780138142407,,84,339,,,0.00026852780138142407,
0.0002623987675178796,,85,343,,,0.0002623987675178796,
0.00025802289019338787,,86,347,,,0.00025802289019338787,
,0.00025408752844668925,87,349,,,,0.00025408752844668925
0.000254514830885455,,87,351,,,0.000254514830885455,
0.0002583328168839216,,88,355,,,0.0002583328168839216,
0.00037458911538124084,,89,359,,,0.00037458911538124084,
0.0008588850614614785,,90,363,,,0.0008588850614614785,
0.0004246987518854439,,91,367,,,0.0004246987518854439,
0.00033421802800148726,,92,371,,,0.00033421802800148726,
0.0003045218763872981,,93,375,,,0.0003045218763872981,
0.00027579331072047353,,94,379,,,0.00027579331072047353,
0.0002665496140252799,,95,383,,,0.0002665496140252799,
0.00024298248172271997,,96,387,,,0.00024298248172271997,
0.00023596010578330606,,97,391,,,0.00023596010578330606,
0.0002234034618595615,,98,395,,,0.0002234034618595615,
,0.00019347030320204794,99,399,,,,0.00019347030320204794
0.00021836947416886687,,99,399,,,0.00021836947416886687,
,,,0,,0.000229950703214854,,
,,100,400,0.000229950703214854,,,
