bc1_loss,bc2_loss,epoch,phys_cond_loss,step,time_cond_loss,train_loss
0.07313259690999985,0.025169260799884796,0,0.0009549353271722794,0,0.5425397157669067,0.6417965292930603
0.07244272530078888,0.02474113181233406,1,0.0009545685607008636,1,0.5415575504302979,0.639695942401886
0.0717579647898674,0.024317724630236626,2,0.0009542102343402803,2,0.5405811667442322,0.6376110911369324
0.071078360080719,0.02389904297888279,3,0.0009538602898828685,3,0.5396106839179993,0.6355419158935547
0.07040394097566605,0.023485092446208,4,0.0009535184944979846,4,0.5386461615562439,0.6334887146949768
0.06973471492528915,0.023075871169567108,5,0.0009531858377158642,5,0.5376875996589661,0.6314513683319092
0.06958895921707153,0.022995537146925926,6,0.0009505965863354504,6,0.5375165343284607,0.6310515999794006
0.0694052129983902,0.022893788293004036,7,0.0009473434765823185,7,0.5372992157936096,0.6305455565452576
0.06918895989656448,0.022773582488298416,8,0.0009435279062017798,8,0.5370418429374695,0.6299479007720947
0.06894411146640778,0.022637024521827698,9,0.0009392222273163497,9,0.536748468875885,0.6292688846588135
