bc1_loss,bc2_loss,epoch,phys_cond_loss,step,time_cond_loss,train_loss
0.008739392273128033,0.00643834937363863,0,0.013268811628222466,0,0.49731209874153137,0.525758683681488
0.00879092887043953,0.006403206381946802,1,0.013240359723567963,1,0.4971674680709839,0.5256019234657288
0.00884249433875084,0.006368293426930904,2,0.013211969286203384,2,0.49702322483062744,0.5254459977149963
0.008894089609384537,0.006333589553833008,3,0.013183634728193283,3,0.4968794882297516,0.525290846824646
0.0089457081630826,0.006299108732491732,4,0.013155362568795681,4,0.49673622846603394,0.525136411190033
0.008997336961328983,0.006264849100261927,5,0.013127150014042854,5,0.4965934753417969,0.5249828100204468
0.009027428925037384,0.006252683233469725,6,0.013094757683575153,6,0.49647921323776245,0.5248541235923767
0.009065605700016022,0.006237303372472525,7,0.01305374875664711,7,0.4963345527648926,0.5246912240982056
0.009110855869948864,0.0062191602773964405,8,0.013005318120121956,8,0.4961636960506439,0.5244989991188049
0.009162459522485733,0.006198607850819826,9,0.012950301170349121,9,0.4959694445133209,0.5242807865142822
