D_loss,bcx_down_loss,bcx_up_loss,bcy_down_loss,bcy_up_loss,epoch,initial_loss,step,train_loss
0.0034454602282494307,0.0,0.0,0.0,0.0,0,0.2481333464384079,0,0.25157880783081055
0.003176487050950527,0.0,0.0,0.0,0.0,1,0.24820353090763092,1,0.2513800263404846
0.0029238169081509113,0.0,0.0,0.0,0.0,2,0.24827153980731964,2,0.25119537115097046
0.0026855459436774254,0.0,0.0,0.0,0.0,3,0.24833396077156067,3,0.25101950764656067
0.002471459563821554,0.0,0.0,0.0,0.0,4,0.24839060008525848,4,0.2508620619773865
0.00227011414244771,0.0,0.0,0.0,0.0,5,0.2484416663646698,5,0.2507117688655853
0.0017574219964444637,0.0,0.0,0.0,0.0,6,0.2485778033733368,6,0.2503352165222168
0.0013742661103606224,0.0,0.0,0.0,0.0,7,0.24868299067020416,7,0.25005725026130676
0.0010992399184033275,0.0,0.0,0.0,0.0,8,0.24874645471572876,8,0.2498457282781601
0.0009089884115383029,0.0,0.0,0.0,0.0,9,0.24876147508621216,9,0.24967044591903687
