# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
0.499           	smoothSolver	5.93896390e-03	2.76508380e-04	2	6.44935570e-03	3.26965840e-04	2	false	GAMG	5.55132900e-03	2.22129420e-04	1	true
0.4995          	smoothSolver	5.95024480e-03	2.77602420e-04	2	6.46800870e-03	3.26825970e-04	2	false	GAMG	5.84495010e-03	2.18688750e-04	1	true
0.5             	smoothSolver	5.95325930e-03	2.76283780e-04	2	6.48653930e-03	3.29862590e-04	2	false	GAMG	5.84060340e-03	2.18134110e-04	1	true
0.5005          	smoothSolver	5.95909080e-03	2.78058340e-04	2	6.48048200e-03	3.31290780e-04	2	false	GAMG	5.92941120e-03	2.19914210e-04	1	true
0.501           	smoothSolver	5.97215640e-03	2.73471410e-04	2	6.49038600e-03	3.27589590e-04	2	false	GAMG	5.41245350e-03	2.16878600e-04	1	true
0.5015          	smoothSolver	5.97554700e-03	2.66695860e-04	2	6.48748360e-03	3.24580480e-04	2	false	GAMG	5.84618180e-03	2.23029480e-04	1	true
0.502           	smoothSolver	5.96310040e-03	2.66078530e-04	2	6.48866770e-03	3.24691670e-04	2	false	GAMG	5.02511910e-03	1.99608840e-04	1	true
0.5025          	smoothSolver	5.95516520e-03	2.67979070e-04	2	6.48350120e-03	3.24687940e-04	2	false	GAMG	4.83303310e-03	2.01922550e-04	1	true
0.503           	smoothSolver	5.96072840e-03	2.70458090e-04	2	6.48194200e-03	3.24312630e-04	2	false	GAMG	5.11381160e-03	2.03638740e-04	1	true
0.5035          	smoothSolver	5.96458940e-03	2.74801640e-04	2	6.46650080e-03	3.25630310e-04	2	false	GAMG	5.29602610e-03	2.12054270e-04	1	true
0.504           	smoothSolver	5.95629280e-03	2.80909530e-04	2	6.45789290e-03	3.28122430e-04	2	false	GAMG	5.50499910e-03	2.06136600e-04	1	true
0.5045          	smoothSolver	5.95488740e-03	2.88440240e-04	2	6.44779280e-03	3.32793780e-04	2	false	GAMG	5.44424810e-03	2.13863240e-04	1	true
0.505           	smoothSolver	5.94533540e-03	2.95329900e-04	2	6.42535990e-03	3.34180660e-04	2	false	GAMG	5.61108420e-03	2.21145020e-04	1	true
0.5055          	smoothSolver	5.92007530e-03	2.98209040e-04	2	6.39924430e-03	3.38306520e-04	2	false	GAMG	5.28300280e-03	2.07268510e-04	1	true
0.506           	smoothSolver	5.89549620e-03	2.98909890e-04	2	6.37186280e-03	3.39873410e-04	2	false	GAMG	4.52268660e-03	1.84533850e-04	1	true
0.5065          	smoothSolver	5.87030680e-03	2.92899050e-04	2	6.33805690e-03	3.34955580e-04	2	false	GAMG	5.01210680e-03	2.16455860e-04	1	true
0.507           	smoothSolver	5.84342160e-03	2.92615980e-04	2	6.31803820e-03	3.30506430e-04	2	false	GAMG	4.73283260e-03	1.89634820e-04	1	true
0.5075          	smoothSolver	5.82201930e-03	3.00104090e-04	2	6.29576880e-03	3.29407400e-04	2	false	GAMG	6.42273430e-03	2.26655130e-04	1	true
0.508           	smoothSolver	5.79291240e-03	3.06963680e-04	2	6.27024780e-03	3.29213180e-04	2	false	GAMG	5.15235300e-03	2.15485370e-04	1	true
0.5085          	smoothSolver	5.77060400e-03	3.07822320e-04	2	6.23725170e-03	3.26619980e-04	2	false	GAMG	4.70557380e-03	2.04828180e-04	1	true
0.509           	smoothSolver	5.74929550e-03	3.02989100e-04	2	6.21339980e-03	3.25435790e-04	2	false	GAMG	5.62738410e-03	2.50828530e-04	1	true
0.5095          	smoothSolver	5.72178750e-03	3.00653040e-04	2	6.19357330e-03	3.23989510e-04	2	false	GAMG	5.57125960e-03	2.53171830e-04	1	true
0.51            	smoothSolver	5.70570090e-03	2.98353850e-04	2	6.17708270e-03	3.20265700e-04	2	false	GAMG	4.61951850e-03	2.04042190e-04	1	true
0.5105          	smoothSolver	5.69390630e-03	2.98847750e-04	2	6.16433170e-03	3.23477280e-04	2	false	GAMG	5.29184720e-03	2.42234840e-04	1	true
0.511           	smoothSolver	5.66302110e-03	2.97462530e-04	2	6.14451030e-03	3.23999940e-04	2	false	GAMG	5.23721510e-03	2.29086140e-04	1	true
0.5115          	smoothSolver	5.65589340e-03	2.97105300e-04	2	6.13063680e-03	3.24697280e-04	2	false	GAMG	4.86911070e-03	2.06345720e-04	1	true
0.512           	smoothSolver	5.63437340e-03	2.89763420e-04	2	6.11496050e-03	3.23038090e-04	2	false	GAMG	4.80523470e-03	2.09865870e-04	1	true
0.5125          	smoothSolver	5.60998490e-03	2.81085310e-04	2	6.09863520e-03	3.17447660e-04	2	false	GAMG	5.78222820e-03	2.43177270e-04	1	true
0.513           	smoothSolver	5.58803780e-03	2.76300620e-04	2	6.08837790e-03	3.13781820e-04	2	false	GAMG	5.28342610e-03	2.25404070e-04	1	true
0.5135          	smoothSolver	5.56610500e-03	2.77827030e-04	2	6.07545430e-03	3.09642310e-04	2	false	GAMG	4.87192710e-03	2.08736770e-04	1	true
0.514           	smoothSolver	5.53099240e-03	2.81255540e-04	2	6.06320400e-03	3.08737380e-04	2	false	GAMG	5.13169810e-03	2.29827740e-04	1	true
0.5145          	smoothSolver	5.50370880e-03	2.82771610e-04	2	6.03886770e-03	3.08033170e-04	2	false	GAMG	4.33859540e-03	1.93129850e-04	1	true
0.515           	smoothSolver	5.48164610e-03	2.82920660e-04	2	6.03110050e-03	3.10002590e-04	2	false	GAMG	4.83309460e-03	2.12725540e-04	1	true
0.5155          	smoothSolver	5.46024130e-03	2.80376880e-04	2	6.02532170e-03	3.09067440e-04	2	false	GAMG	5.30173500e-03	2.22079570e-04	1	true
0.516           	smoothSolver	5.43143890e-03	2.80385850e-04	2	6.01750120e-03	3.09970590e-04	2	false	GAMG	4.90859050e-03	2.21202720e-04	1	true
0.5165          	smoothSolver	5.40678010e-03	2.76243400e-04	2	6.02043730e-03	3.08571790e-04	2	false	GAMG	4.86544510e-03	2.23692660e-04	1	true
0.517           	smoothSolver	5.37966610e-03	2.72631600e-04	2	6.02280430e-03	3.07125040e-04	2	false	GAMG	4.98259090e-03	2.34288550e-04	1	true
0.5175          	smoothSolver	5.36476110e-03	2.70209400e-04	2	6.02242010e-03	3.05352840e-04	2	false	GAMG	6.06739070e-03	2.68067510e-04	1	true
0.518           	smoothSolver	5.34515210e-03	2.66770000e-04	2	6.02252590e-03	3.03911490e-04	2	false	GAMG	4.82548190e-03	2.23378390e-04	1	true
0.5185          	smoothSolver	5.33957630e-03	2.64171440e-04	2	6.03551300e-03	3.03618710e-04	2	false	GAMG	6.23786610e-03	2.72066140e-04	1	true
0.519           	smoothSolver	5.32301440e-03	2.65549060e-04	2	6.04925540e-03	3.05951720e-04	2	false	GAMG	5.52649150e-03	2.58557640e-04	1	true
0.5195          	smoothSolver	5.31765160e-03	2.64091150e-04	2	6.06133210e-03	3.04095120e-04	2	false	GAMG	6.03036440e-03	2.66069000e-04	1	true
0.52            	smoothSolver	5.29885620e-03	2.64034910e-04	2	6.06344010e-03	3.07201430e-04	2	false	GAMG	5.51252260e-03	2.49677200e-04	1	true
0.5205          	smoothSolver	5.29251300e-03	2.63527810e-04	2	6.05426060e-03	3.06504380e-04	2	false	GAMG	5.92162930e-03	2.78024130e-04	1	true
0.521           	smoothSolver	5.28987630e-03	2.63026220e-04	2	6.04986380e-03	3.06510560e-04	2	false	GAMG	6.08170670e-03	2.80953140e-04	1	true
0.5215          	smoothSolver	5.29053380e-03	2.62624830e-04	2	6.05212820e-03	3.08455420e-04	2	false	GAMG	9.63247770e-03	2.58025780e-04	1	true
0.522           	smoothSolver	5.29746380e-03	2.64208020e-04	2	6.07767740e-03	3.14544810e-04	2	false	GAMG	7.14313460e-03	2.83689790e-04	1	true
0.5225          	smoothSolver	5.29230550e-03	2.56908290e-04	2	6.07041060e-03	3.08575430e-04	2	false	GAMG	7.18475780e-03	3.33174020e-04	1	true
0.523           	smoothSolver	5.28009930e-03	2.56774790e-04	2	6.06765090e-03	3.12062700e-04	2	false	GAMG	7.10662660e-03	3.40183060e-04	1	true
0.5235          	smoothSolver	5.28414000e-03	2.54867250e-04	2	6.06766870e-03	3.11582420e-04	2	false	GAMG	7.45111750e-03	3.39987820e-04	1	true
0.524           	smoothSolver	5.27770870e-03	2.54727530e-04	2	6.07106410e-03	3.10850460e-04	2	false	GAMG	7.04100490e-03	3.31022500e-04	1	true
0.5245          	smoothSolver	5.28296180e-03	2.52129510e-04	2	6.08605480e-03	3.09731470e-04	2	false	GAMG	9.14870810e-03	3.98624690e-04	1	true
0.525           	smoothSolver	5.28387390e-03	2.51638480e-04	2	6.10143470e-03	3.11680110e-04	2	false	GAMG	8.27716930e-03	4.04790820e-04	1	true
0.5255          	smoothSolver	5.30308890e-03	2.53136840e-04	2	6.11891260e-03	3.12199530e-04	2	false	GAMG	8.86600120e-03	4.02945950e-04	1	true
0.526           	smoothSolver	5.29422110e-03	2.55868840e-04	2	6.11804570e-03	3.15598020e-04	2	false	GAMG	8.56119020e-03	3.77690810e-04	1	true
0.5265          	smoothSolver	5.30002310e-03	2.55268260e-04	2	6.12697840e-03	3.16788610e-04	2	false	GAMG	9.39206320e-03	4.32653060e-04	1	true
0.527           	smoothSolver	5.30296630e-03	2.51683340e-04	2	6.13188030e-03	3.16808940e-04	2	false	GAMG	1.04016810e-02	3.93664530e-04	1	true
0.5275          	smoothSolver	5.31258500e-03	2.50842470e-04	2	6.13852990e-03	3.18490750e-04	2	false	GAMG	9.15632780e-03	3.77330880e-04	1	true
0.528           	smoothSolver	5.30389050e-03	2.51088230e-04	2	6.13167890e-03	3.22198040e-04	2	false	GAMG	8.05040630e-03	3.79004210e-04	1	true
0.5285          	smoothSolver	5.31378380e-03	2.49107410e-04	2	6.15400910e-03	3.24468380e-04	2	false	GAMG	8.19745290e-03	3.88317370e-04	1	true
0.529           	smoothSolver	5.32653380e-03	2.50171720e-04	2	6.17318230e-03	3.23806090e-04	2	false	GAMG	8.86929950e-03	3.82078400e-04	1	true
0.5295          	smoothSolver	5.33679160e-03	2.51852170e-04	2	6.18834010e-03	3.25890750e-04	2	false	GAMG	8.42172880e-03	3.62859290e-04	1	true
0.53            	smoothSolver	5.33911370e-03	2.52488780e-04	2	6.20744660e-03	3.26759710e-04	2	false	GAMG	8.32389460e-03	3.52330140e-04	1	true
0.5305          	smoothSolver	5.36667710e-03	2.54712560e-04	2	6.24777650e-03	3.26749610e-04	2	false	GAMG	7.96841120e-03	3.65315620e-04	1	true
0.531           	smoothSolver	5.37040660e-03	2.55914140e-04	2	6.26565910e-03	3.28525420e-04	2	false	GAMG	8.14990050e-03	3.48461540e-04	1	true
0.5315          	smoothSolver	5.38729390e-03	2.58904930e-04	2	6.28527830e-03	3.28571240e-04	2	false	GAMG	6.66822630e-03	2.94671500e-04	1	true
0.532           	smoothSolver	5.40407990e-03	2.59451650e-04	2	6.31009660e-03	3.29445160e-04	2	false	GAMG	5.17258590e-03	2.35276360e-04	1	true
0.5325          	smoothSolver	5.42636110e-03	2.60074270e-04	2	6.33183530e-03	3.29764580e-04	2	false	GAMG	8.57489420e-03	3.27324460e-04	1	true
0.533           	smoothSolver	5.44088490e-03	2.60940050e-04	2	6.35822970e-03	3.31216570e-04	2	false	GAMG	7.66159750e-03	3.61423520e-04	1	true
0.5335          	smoothSolver	5.47418830e-03	2.61544180e-04	2	6.38433100e-03	3.31996600e-04	2	false	GAMG	7.95653340e-03	3.53780870e-04	1	true
0.534           	smoothSolver	5.47988950e-03	2.63127820e-04	2	6.40930660e-03	3.33068750e-04	2	false	GAMG	6.64801990e-03	3.09015820e-04	1	true
0.5345          	smoothSolver	5.50632820e-03	2.67177200e-04	2	6.43060530e-03	3.35708550e-04	2	false	GAMG	2.81926580e-03	1.34108340e-04	1	true
0.535           	smoothSolver	5.51523620e-03	2.66762320e-04	2	6.45189810e-03	3.35340060e-04	2	false	GAMG	4.99350120e-03	2.34344380e-04	1	true
0.5355          	smoothSolver	5.54566440e-03	2.65980640e-04	2	6.47769160e-03	3.33063720e-04	2	false	GAMG	4.92909630e-03	2.40268690e-04	1	true
0.536           	smoothSolver	5.54121780e-03	2.65331320e-04	2	6.48813090e-03	3.34792710e-04	2	false	GAMG	6.05230120e-03	2.80712610e-04	1	true
0.5365          	smoothSolver	5.56777110e-03	2.66705170e-04	2	6.51204490e-03	3.35136880e-04	2	false	GAMG	5.07493490e-03	2.49711940e-04	1	true
0.537           	smoothSolver	5.57548810e-03	2.62343500e-04	2	6.52429880e-03	3.32456690e-04	2	false	GAMG	5.30117880e-03	2.59915320e-04	1	true
0.5375          	smoothSolver	5.58833010e-03	2.64883050e-04	2	6.53319560e-03	3.32667830e-04	2	false	GAMG	5.32034740e-03	2.61946810e-04	1	true
0.538           	smoothSolver	5.59824970e-03	2.66825830e-04	2	6.53791050e-03	3.34721980e-04	2	false	GAMG	5.62975560e-03	2.85970390e-04	1	true
0.5385          	smoothSolver	5.61607920e-03	2.66584140e-04	2	6.55187400e-03	3.36330180e-04	2	false	GAMG	1.70743830e-03	8.11331970e-05	1	true
0.539           	smoothSolver	5.63120510e-03	2.65442380e-04	2	6.55161400e-03	3.34927130e-04	2	false	GAMG	5.32201680e-03	2.46584650e-04	1	true
0.5395          	smoothSolver	5.65254110e-03	2.61700940e-04	2	6.55740390e-03	3.37245280e-04	2	false	GAMG	4.91859400e-03	2.34157090e-04	1	true
0.54            	smoothSolver	5.67154090e-03	2.58720860e-04	2	6.56083880e-03	3.31176180e-04	2	false	GAMG	4.22221000e-03	2.11880910e-04	1	true
0.5405          	smoothSolver	5.68193440e-03	2.58883390e-04	2	6.56268200e-03	3.28080210e-04	2	false	GAMG	4.60199370e-03	2.27094780e-04	1	true
0.541           	smoothSolver	5.69909410e-03	2.58445660e-04	2	6.57694080e-03	3.26656550e-04	2	false	GAMG	3.67849760e-03	1.85834370e-04	1	true
0.5415          	smoothSolver	5.70474120e-03	2.57175180e-04	2	6.56101470e-03	3.23998730e-04	2	false	GAMG	3.65731560e-03	1.70469200e-04	1	true
0.542           	smoothSolver	5.71942860e-03	2.64080760e-04	2	6.56778150e-03	3.25268100e-04	2	false	GAMG	4.03753350e-03	1.97417790e-04	1	true
0.5425          	smoothSolver	5.73323930e-03	2.64574680e-04	2	6.54869490e-03	3.23752220e-04	2	false	GAMG	3.56766090e-03	1.55444450e-04	1	true
0.543           	smoothSolver	5.75565240e-03	2.65693930e-04	2	6.52820080e-03	3.21047240e-04	2	false	GAMG	3.70381200e-03	1.94957970e-04	1	true
0.5435          	smoothSolver	5.76079960e-03	2.69039120e-04	2	6.53250550e-03	3.22385710e-04	2	false	GAMG	2.97035720e-03	1.32008710e-04	1	true
0.544           	smoothSolver	5.78805830e-03	2.73979230e-04	2	6.52942270e-03	3.21401930e-04	2	false	GAMG	3.76681700e-03	1.90632120e-04	1	true
0.5445          	smoothSolver	5.78872090e-03	2.74137440e-04	2	6.49965020e-03	3.19175600e-04	2	false	GAMG	4.92393320e-03	2.25818880e-04	1	true
0.545           	smoothSolver	5.79586870e-03	2.77082520e-04	2	6.49022590e-03	3.16350100e-04	2	false	GAMG	4.27278370e-03	2.29261960e-04	1	true
0.5455          	smoothSolver	5.78460810e-03	2.74320760e-04	2	6.46695610e-03	3.19344310e-04	2	false	GAMG	5.29747330e-03	2.48509340e-04	1	true
0.546           	smoothSolver	5.79971110e-03	2.71043380e-04	2	6.45087840e-03	3.21657920e-04	2	false	GAMG	4.97035850e-03	2.59714350e-04	1	true
0.5465          	smoothSolver	5.79348170e-03	2.81170610e-04	2	6.42152640e-03	3.21434780e-04	2	false	GAMG	5.26903540e-03	2.41351650e-04	1	true
0.547           	smoothSolver	5.82731650e-03	2.74928270e-04	2	6.44042460e-03	3.13923440e-04	2	false	GAMG	4.57616800e-03	2.39059230e-04	1	true
0.5475          	smoothSolver	5.82188580e-03	2.73323720e-04	2	6.40271650e-03	3.12429740e-04	2	false	GAMG	5.31009200e-03	2.50807450e-04	1	true
0.548           	smoothSolver	5.83731990e-03	2.82377940e-04	2	6.40413320e-03	3.15168750e-04	2	false	GAMG	4.24316550e-03	2.21526570e-04	1	true
0.5485          	smoothSolver	5.82970360e-03	2.74341300e-04	2	6.38348000e-03	3.15260080e-04	2	false	GAMG	4.62995570e-03	2.26761200e-04	1	true
0.549           	smoothSolver	5.83932960e-03	2.82851440e-04	2	6.37604420e-03	3.14177410e-04	2	false	GAMG	4.25045640e-03	2.25469810e-04	1	true
0.5495          	smoothSolver	5.85613170e-03	2.82181640e-04	2	6.37717630e-03	3.14255560e-04	2	false	GAMG	4.95970770e-03	2.31645810e-04	1	true
0.55            	smoothSolver	5.86924760e-03	2.72316900e-04	2	6.35820740e-03	3.08573000e-04	2	false	GAMG	3.86770760e-03	2.11031920e-04	1	true
0.5505          	smoothSolver	5.87357140e-03	2.80878210e-04	2	6.35325490e-03	3.07023260e-04	2	false	GAMG	3.85101970e-03	1.97687590e-04	1	true
0.551           	smoothSolver	5.89661130e-03	2.79448180e-04	2	6.34233560e-03	3.07104150e-04	2	false	GAMG	3.61531990e-03	1.99447080e-04	1	true
0.5515          	smoothSolver	5.89496060e-03	2.76475640e-04	2	6.33801470e-03	3.03870540e-04	2	false	GAMG	3.39924290e-03	1.74952710e-04	1	true
0.552           	smoothSolver	5.90575400e-03	2.73274600e-04	2	6.34761460e-03	3.03263890e-04	2	false	GAMG	2.78184130e-03	1.50051590e-04	1	true
0.5525          	smoothSolver	5.90673550e-03	2.68478560e-04	2	6.32914340e-03	3.06414370e-04	2	false	GAMG	3.56781090e-03	1.87093580e-04	1	true
0.553           	smoothSolver	5.92525610e-03	2.71853200e-04	2	6.35439480e-03	3.08654860e-04	2	false	GAMG	3.99462760e-03	2.05506120e-04	1	true
0.5535          	smoothSolver	5.93028580e-03	2.71489180e-04	2	6.36731620e-03	3.10539740e-04	2	false	GAMG	3.64649260e-03	1.89083470e-04	1	true
0.554           	smoothSolver	5.92434580e-03	2.71693660e-04	2	6.37186800e-03	3.13002450e-04	2	false	GAMG	3.26810230e-03	1.71191560e-04	1	true
0.5545          	smoothSolver	5.93241610e-03	2.73073470e-04	2	6.38798410e-03	3.16908480e-04	2	false	GAMG	3.10106390e-03	1.58577530e-04	1	true
0.555           	smoothSolver	5.94647290e-03	2.77284770e-04	2	6.41479110e-03	3.21700870e-04	2	false	GAMG	2.93963500e-03	1.50169650e-04	1	true
0.5555          	smoothSolver	5.95464710e-03	2.81068860e-04	2	6.41526560e-03	3.21745550e-04	2	false	GAMG	2.99216790e-03	1.59939850e-04	1	true
0.556           	smoothSolver	5.95857480e-03	2.83791830e-04	2	6.43159520e-03	3.27254140e-04	2	false	GAMG	2.78016420e-03	1.47964400e-04	1	true
0.5565          	smoothSolver	5.97350190e-03	2.78775360e-04	2	6.42922340e-03	3.24140190e-04	2	false	GAMG	2.96754350e-03	1.52705160e-04	1	true
0.557           	smoothSolver	5.99421320e-03	2.78741350e-04	2	6.42995450e-03	3.23129330e-04	2	false	GAMG	2.72841910e-03	1.47398350e-04	1	true
0.5575          	smoothSolver	6.00533940e-03	2.80670630e-04	2	6.41682360e-03	3.26858050e-04	2	false	GAMG	3.40286010e-03	1.68962410e-04	1	true
0.558           	smoothSolver	6.03930610e-03	2.83187960e-04	2	6.41853240e-03	3.26099610e-04	2	false	GAMG	3.56921940e-03	1.89882170e-04	1	true
0.5585          	smoothSolver	6.05329000e-03	2.84196460e-04	2	6.40684720e-03	3.23134910e-04	2	false	GAMG	2.89657990e-03	1.47892340e-04	1	true
0.559           	smoothSolver	6.06299460e-03	2.84841280e-04	2	6.38529480e-03	3.21867540e-04	2	false	GAMG	3.93870100e-03	1.94272590e-04	1	true
0.5595          	smoothSolver	6.08159880e-03	2.83058920e-04	2	6.37353570e-03	3.20820580e-04	2	false	GAMG	3.81843410e-03	1.91600920e-04	1	true
0.56            	smoothSolver	6.08902000e-03	2.80684970e-04	2	6.35654760e-03	3.20839650e-04	2	false	GAMG	2.62036810e-03	1.22402470e-04	1	true
0.5605          	smoothSolver	6.10917520e-03	2.79659640e-04	2	6.32210250e-03	3.18316830e-04	2	false	GAMG	4.00272110e-03	1.94304630e-04	1	true
0.561           	smoothSolver	6.12570560e-03	2.81393340e-04	2	6.31300370e-03	3.20134540e-04	2	false	GAMG	4.07270800e-03	1.97059320e-04	1	true
0.5615          	smoothSolver	6.12687440e-03	2.81434430e-04	2	6.28805220e-03	3.18826490e-04	2	false	GAMG	3.29738990e-03	1.70218130e-04	1	true
0.562           	smoothSolver	6.13380660e-03	2.83353430e-04	2	6.25792360e-03	3.16985990e-04	2	false	GAMG	3.64767690e-03	1.85848790e-04	1	true
0.5625          	smoothSolver	6.15418280e-03	2.84090510e-04	2	6.23504850e-03	3.15779300e-04	2	false	GAMG	3.62648130e-03	1.82723540e-04	1	true
0.563           	smoothSolver	6.16817720e-03	2.83045350e-04	2	6.22143960e-03	3.13973780e-04	2	false	GAMG	4.26394420e-03	2.03751080e-04	1	true
0.5635          	smoothSolver	6.19021210e-03	2.85468580e-04	2	6.20110230e-03	3.13649010e-04	2	false	GAMG	3.73936450e-03	1.75822520e-04	1	true
0.564           	smoothSolver	6.19272520e-03	2.86218270e-04	2	6.17301700e-03	3.13011460e-04	2	false	GAMG	4.07981740e-03	1.82223310e-04	1	true
0.5645          	smoothSolver	6.20953020e-03	2.87954700e-04	2	6.15553660e-03	3.10630050e-04	2	false	GAMG	3.66546750e-03	1.77493780e-04	1	true
0.565           	smoothSolver	6.22892970e-03	2.88771910e-04	2	6.13683280e-03	3.09720240e-04	2	false	GAMG	4.51223150e-03	2.06470450e-04	1	true
0.5655          	smoothSolver	6.24598550e-03	2.88660630e-04	2	6.14112010e-03	3.06993690e-04	2	false	GAMG	4.70923700e-03	2.23140560e-04	1	true
0.566           	smoothSolver	6.23038880e-03	2.87427650e-04	2	6.09859170e-03	3.03712900e-04	2	false	GAMG	5.34254500e-03	2.42609590e-04	1	true
0.5665          	smoothSolver	6.24165420e-03	2.85977380e-04	2	6.08936170e-03	3.03128840e-04	2	false	GAMG	5.98206180e-03	2.43486110e-04	1	true
0.567           	smoothSolver	6.25421840e-03	2.88547170e-04	2	6.09427640e-03	3.06478120e-04	2	false	GAMG	5.66441050e-03	2.52696800e-04	1	true
0.5675          	smoothSolver	6.27402420e-03	2.94096890e-04	2	6.08778630e-03	3.07570850e-04	2	false	GAMG	6.03322380e-03	2.52036940e-04	1	true
0.568           	smoothSolver	6.27725120e-03	2.92993170e-04	2	6.05267560e-03	3.04898810e-04	2	false	GAMG	5.32553220e-03	2.38270180e-04	1	true
0.5685          	smoothSolver	6.29490750e-03	2.93133950e-04	2	6.06740390e-03	3.04359910e-04	2	false	GAMG	5.49943330e-03	2.47221310e-04	1	true
0.569           	smoothSolver	6.30982630e-03	2.88361970e-04	2	6.06252520e-03	3.00693350e-04	2	false	GAMG	6.51537930e-03	2.83341690e-04	1	true
0.5695          	smoothSolver	6.32860340e-03	2.88563490e-04	2	6.06633740e-03	3.02420210e-04	2	false	GAMG	5.63723250e-03	2.56809720e-04	1	true
0.57            	smoothSolver	6.34556810e-03	2.85764540e-04	2	6.05197860e-03	2.98515360e-04	2	false	GAMG	5.68147340e-03	2.35032460e-04	1	true
0.5705          	smoothSolver	6.36232350e-03	2.85691060e-04	2	6.05264490e-03	2.96059250e-04	2	false	GAMG	6.07277430e-03	2.86004060e-04	1	true
0.571           	smoothSolver	6.37114190e-03	2.87775380e-04	2	6.05380340e-03	2.96874900e-04	2	false	GAMG	7.26351400e-03	3.00589780e-04	1	true
0.5715          	smoothSolver	6.40759690e-03	2.91531990e-04	2	6.06313140e-03	3.00125930e-04	2	false	GAMG	6.98338540e-03	3.22481910e-04	1	true
0.572           	smoothSolver	6.41817900e-03	2.92358410e-04	2	6.05041540e-03	2.95816790e-04	2	false	GAMG	6.06173230e-03	2.16436830e-04	1	true
0.5725          	smoothSolver	6.46109420e-03	2.97034550e-04	2	6.09182680e-03	2.96593720e-04	2	false	GAMG	5.83218090e-03	2.40258210e-04	1	true
0.573           	smoothSolver	6.45553160e-03	3.00983450e-04	2	6.07638700e-03	2.97477140e-04	2	false	GAMG	5.44406330e-03	2.22222780e-04	1	true
0.5735          	smoothSolver	6.48039110e-03	2.98622770e-04	2	6.08728920e-03	2.95344910e-04	2	false	GAMG	6.85827010e-03	2.50966320e-04	1	true
0.574           	smoothSolver	6.49000890e-03	3.06631530e-04	2	6.09163110e-03	2.97616700e-04	2	false	GAMG	6.61914750e-03	2.32396990e-04	1	true
0.5745          	smoothSolver	6.51679680e-03	3.10796650e-04	2	6.10758710e-03	2.98526610e-04	2	false	GAMG	6.07773480e-03	2.53417240e-04	1	true
0.575           	smoothSolver	6.52204370e-03	3.07681670e-04	2	6.11660480e-03	2.96277270e-04	2	false	GAMG	6.49027800e-03	2.67182740e-04	1	true
0.5755          	smoothSolver	6.55279300e-03	3.06184710e-04	2	6.12663570e-03	2.96113910e-04	2	false	GAMG	5.20775920e-03	2.31938420e-04	1	true
0.576           	smoothSolver	6.55772830e-03	3.01021970e-04	2	6.13360530e-03	2.96119920e-04	2	false	GAMG	5.61692210e-03	2.39699790e-04	1	true
0.5765          	smoothSolver	6.58347540e-03	3.03357950e-04	2	6.15863630e-03	2.96881290e-04	2	false	GAMG	5.70033690e-03	2.25398290e-04	1	true
0.577           	smoothSolver	6.59428480e-03	3.06538930e-04	2	6.16478550e-03	2.99018510e-04	2	false	GAMG	5.76679030e-03	2.44082750e-04	1	true
0.5775          	smoothSolver	6.60268620e-03	3.08145010e-04	2	6.19179610e-03	2.98652260e-04	2	false	GAMG	5.40977570e-03	2.37801890e-04	1	true
0.578           	smoothSolver	6.62078400e-03	3.05429370e-04	2	6.20130730e-03	2.97636600e-04	2	false	GAMG	1.00797850e-02	2.38924740e-04	1	true
0.5785          	smoothSolver	6.62372420e-03	3.01593240e-04	2	6.20111160e-03	2.98697860e-04	2	false	GAMG	4.96079050e-03	2.26196440e-04	1	true
0.579           	smoothSolver	6.61813910e-03	3.01447270e-04	2	6.21755240e-03	2.99321250e-04	2	false	GAMG	5.64870830e-03	2.26157770e-04	1	true
0.5795          	smoothSolver	6.63194360e-03	2.96417470e-04	2	6.22779740e-03	2.95706160e-04	2	false	GAMG	3.93438980e-03	1.81653990e-04	1	true
0.58            	smoothSolver	6.61975410e-03	2.94264270e-04	2	6.22260950e-03	2.96936710e-04	2	false	GAMG	4.33061150e-03	1.80260220e-04	1	true
0.5805          	smoothSolver	6.62043470e-03	3.00651460e-04	2	6.23545590e-03	3.02278730e-04	2	false	GAMG	4.04152230e-03	1.89375290e-04	1	true
0.581           	smoothSolver	6.60680470e-03	3.01956320e-04	2	6.24674100e-03	3.03582610e-04	2	false	GAMG	4.63206490e-03	2.21291430e-04	1	true
0.5815          	smoothSolver	6.62294180e-03	3.06099660e-04	2	6.24537610e-03	3.05355010e-04	2	false	GAMG	3.38297900e-03	1.58468730e-04	1	true
0.582           	smoothSolver	6.61733900e-03	3.04707830e-04	2	6.24319210e-03	3.06563170e-04	2	false	GAMG	4.69061870e-03	1.85410790e-04	1	true
0.5825          	smoothSolver	6.62572360e-03	3.07659510e-04	2	6.25625690e-03	3.07002710e-04	2	false	GAMG	3.70087160e-03	1.79951040e-04	1	true
0.583           	smoothSolver	6.61270070e-03	3.10450580e-04	2	6.24788510e-03	3.08128630e-04	2	false	GAMG	3.89326270e-03	1.84693460e-04	1	true
0.5835          	smoothSolver	6.60077620e-03	3.14517730e-04	2	6.24758340e-03	3.11046450e-04	2	false	GAMG	3.44916300e-03	1.64867440e-04	1	true
