# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
0.166           	smoothSolver	9.29207890e-03	5.11834610e-04	2	1.26218750e-02	7.38947390e-04	2	false	GAMG	4.61747380e-03	4.02502340e-04	1	true
0.1665          	smoothSolver	9.26469860e-03	5.16279550e-04	2	1.26724450e-02	7.44753680e-04	2	false	GAMG	1.05313830e-02	9.56999430e-04	1	true
0.167           	smoothSolver	9.27515880e-03	5.17025700e-04	2	1.26955970e-02	7.48336080e-04	2	false	GAMG	1.49979880e-02	1.20780140e-03	1	true
0.1675          	smoothSolver	9.27402380e-03	5.16192200e-04	2	1.27459130e-02	7.47491340e-04	2	false	GAMG	1.51599730e-02	1.27064200e-03	1	true
0.168           	smoothSolver	9.25156910e-03	5.16492500e-04	2	1.28077920e-02	7.48095840e-04	2	false	GAMG	1.32321940e-02	1.14247030e-03	1	true
0.1685          	smoothSolver	9.22459120e-03	5.16146400e-04	2	1.28451030e-02	7.49884980e-04	2	false	GAMG	1.44661810e-02	1.22700860e-03	1	true
0.169           	smoothSolver	9.22279800e-03	5.12138310e-04	2	1.28980910e-02	7.49588800e-04	2	false	GAMG	1.42399640e-02	1.28922070e-03	1	true
0.1695          	smoothSolver	9.21488230e-03	5.12925150e-04	2	1.29417770e-02	7.56071270e-04	2	false	GAMG	1.43444590e-02	1.29276990e-03	1	true
0.17            	smoothSolver	9.19413560e-03	5.12806410e-04	2	1.29974110e-02	7.64783360e-04	2	false	GAMG	1.44536260e-02	1.26152550e-03	1	true
0.1705          	smoothSolver	9.18657830e-03	5.11614840e-04	2	1.30363130e-02	7.66669450e-04	2	false	GAMG	1.14446900e-02	9.80846260e-04	1	true
0.171           	smoothSolver	9.17834640e-03	5.11749730e-04	2	1.30894540e-02	7.75218980e-04	2	false	GAMG	1.39775670e-02	1.26223240e-03	1	true
0.1715          	smoothSolver	9.16505270e-03	5.14118270e-04	2	1.31394320e-02	7.77487760e-04	2	false	GAMG	1.47408450e-02	1.35748700e-03	1	true
0.172           	smoothSolver	9.16071450e-03	5.16653440e-04	2	1.31666870e-02	7.74060510e-04	2	false	GAMG	1.50466220e-02	1.42734880e-03	1	true
0.1725          	smoothSolver	9.14517000e-03	5.15370800e-04	2	1.32046470e-02	7.76202900e-04	2	false	GAMG	1.67327540e-02	1.50010290e-03	1	true
0.173           	smoothSolver	9.17076160e-03	5.21366290e-04	2	1.32688970e-02	7.69678070e-04	2	false	GAMG	1.32261540e-02	1.25622260e-03	1	true
0.1735          	smoothSolver	9.14733670e-03	5.15388100e-04	2	1.32912850e-02	7.63936400e-04	2	false	GAMG	5.75343520e-02	1.57590460e-03	1	true
0.174           	smoothSolver	9.37556940e-03	5.10844460e-04	2	1.36105740e-02	7.71548050e-04	2	false	GAMG	1.70754900e-02	1.63652010e-03	1	true
0.1745          	smoothSolver	9.16825880e-03	5.05088320e-04	2	1.33972120e-02	7.59059350e-04	2	false	GAMG	1.23726930e-02	1.11167960e-03	1	true
0.175           	smoothSolver	9.18070470e-03	5.03219520e-04	2	1.33998150e-02	7.51893210e-04	2	false	GAMG	1.05058940e-02	5.82107710e-04	2	true
0.1755          	smoothSolver	9.34381800e-03	5.08656410e-04	2	1.36777680e-02	7.60499030e-04	2	false	GAMG	4.27760900e-02	2.32979700e-03	1	true
0.176           	smoothSolver	9.37741500e-03	5.09401810e-04	2	1.35484580e-02	7.51735390e-04	2	false	GAMG	3.27186890e-02	2.42034050e-03	1	true
0.1765          	smoothSolver	9.39654210e-03	5.11193890e-04	2	1.34558210e-02	7.51575930e-04	2	false	GAMG	3.44702260e-02	2.85203040e-03	1	true
0.177           	smoothSolver	9.40754040e-03	5.12921860e-04	2	1.34025310e-02	7.47381140e-04	2	false	GAMG	3.51203700e-02	3.51029160e-03	1	true
0.1775          	smoothSolver	9.40326760e-03	5.11075460e-04	2	1.33762070e-02	7.43085020e-04	2	false	GAMG	3.79352870e-02	3.70467670e-03	1	true
0.178           	smoothSolver	9.39241540e-03	5.09316690e-04	2	1.33739370e-02	7.38305070e-04	2	false	GAMG	1.80535880e-02	1.62902490e-03	1	true
0.1785          	smoothSolver	9.43502190e-03	5.06786080e-04	2	1.33714830e-02	7.32913140e-04	2	false	GAMG	1.64365620e-02	1.45927570e-03	1	true
0.179           	smoothSolver	9.45954890e-03	5.06961180e-04	2	1.33828410e-02	7.36379890e-04	2	false	GAMG	1.24438260e-02	1.07138310e-03	1	true
0.1795          	smoothSolver	9.48614590e-03	5.09421680e-04	2	1.33795250e-02	7.43008010e-04	2	false	GAMG	1.00788150e-02	9.02366430e-04	1	true
0.18            	smoothSolver	9.51543670e-03	5.09081750e-04	2	1.33901110e-02	7.42326790e-04	2	false	GAMG	1.01277470e-02	9.20013950e-04	1	true
0.1805          	smoothSolver	9.53286300e-03	5.09545420e-04	2	1.34030890e-02	7.43852110e-04	2	false	GAMG	7.23001060e-03	6.12247980e-04	1	true
0.181           	smoothSolver	9.56465750e-03	5.10842040e-04	2	1.34105320e-02	7.44641920e-04	2	false	GAMG	6.42967560e-03	6.08083730e-04	1	true
0.1815          	smoothSolver	9.58312840e-03	5.11685540e-04	2	1.34213430e-02	7.41656930e-04	2	false	GAMG	6.16551910e-03	5.61815360e-04	1	true
0.182           	smoothSolver	9.61451690e-03	5.14125170e-04	2	1.34241220e-02	7.41618240e-04	2	false	GAMG	5.99835070e-03	5.42849130e-04	1	true
0.1825          	smoothSolver	9.64105110e-03	5.16860000e-04	2	1.34286920e-02	7.49515230e-04	2	false	GAMG	3.81470900e-03	3.26224460e-04	1	true
0.183           	smoothSolver	9.66595010e-03	5.19731810e-04	2	1.34219090e-02	7.51342730e-04	2	false	GAMG	5.68335770e-03	4.98905300e-04	1	true
0.1835          	smoothSolver	9.68567600e-03	5.15384670e-04	2	1.34319980e-02	7.43191920e-04	2	false	GAMG	4.26134860e-03	3.97044960e-04	1	true
0.184           	smoothSolver	9.71133690e-03	5.13965680e-04	2	1.34369180e-02	7.41068370e-04	2	false	GAMG	4.40345230e-03	4.08883230e-04	1	true
0.1845          	smoothSolver	9.72881210e-03	5.13880040e-04	2	1.34222850e-02	7.34481510e-04	2	false	GAMG	4.58764900e-03	4.11066580e-04	1	true
0.185           	smoothSolver	9.75187200e-03	5.10532050e-04	2	1.34191980e-02	7.26903060e-04	2	false	GAMG	4.53169310e-03	3.99131610e-04	1	true
0.1855          	smoothSolver	9.76410910e-03	5.08272020e-04	2	1.34021620e-02	7.17806910e-04	2	false	GAMG	5.03381380e-03	4.40051530e-04	1	true
0.186           	smoothSolver	9.77641350e-03	5.09340880e-04	2	1.33840450e-02	7.09045870e-04	2	false	GAMG	4.82730740e-03	4.34723470e-04	1	true
0.1865          	smoothSolver	9.79369370e-03	5.09080570e-04	2	1.33633500e-02	7.10797800e-04	2	false	GAMG	4.64791140e-03	4.14630110e-04	1	true
0.187           	smoothSolver	9.80681510e-03	5.11265290e-04	2	1.33532700e-02	7.09941690e-04	2	false	GAMG	4.63666350e-03	4.19145920e-04	1	true
0.1875          	smoothSolver	9.81579120e-03	5.08680710e-04	2	1.33225530e-02	7.05951380e-04	2	false	GAMG	4.32825130e-03	3.76969340e-04	1	true
0.188           	smoothSolver	9.81641830e-03	5.06169070e-04	2	1.33144020e-02	7.09116830e-04	2	false	GAMG	4.49043580e-03	3.87354980e-04	1	true
0.1885          	smoothSolver	9.80566880e-03	5.04455270e-04	2	1.33303530e-02	7.08285410e-04	2	false	GAMG	4.94284920e-03	4.19367800e-04	1	true
0.189           	smoothSolver	9.79403730e-03	5.00555110e-04	2	1.33391920e-02	7.02429170e-04	2	false	GAMG	2.52125400e-03	2.02920350e-04	1	true
0.1895          	smoothSolver	9.78953020e-03	5.02349620e-04	2	1.33311810e-02	7.02784060e-04	2	false	GAMG	6.32478340e-03	4.99214130e-04	1	true
0.19            	smoothSolver	9.78117540e-03	5.02535180e-04	2	1.33297280e-02	6.99796530e-04	2	false	GAMG	5.64443530e-03	4.66277890e-04	1	true
0.1905          	smoothSolver	9.76896170e-03	5.01522860e-04	2	1.33218130e-02	7.06252970e-04	2	false	GAMG	5.14093590e-03	4.30640640e-04	1	true
0.191           	smoothSolver	9.77007900e-03	5.00664340e-04	2	1.33227240e-02	6.99706830e-04	2	false	GAMG	7.48149250e-03	6.07530210e-04	1	true
0.1915          	smoothSolver	9.75965270e-03	4.99214440e-04	2	1.33268830e-02	6.99742280e-04	2	false	GAMG	8.51687480e-03	6.66388990e-04	1	true
0.192           	smoothSolver	9.73564770e-03	4.95932140e-04	2	1.33117510e-02	7.02693440e-04	2	false	GAMG	7.46112740e-03	6.15833280e-04	1	true
0.1925          	smoothSolver	9.72007290e-03	4.92986420e-04	2	1.32917090e-02	6.85963260e-04	2	false	GAMG	7.16759210e-03	5.70921980e-04	1	true
0.193           	smoothSolver	9.70189850e-03	4.87002680e-04	2	1.32686820e-02	6.86090380e-04	2	false	GAMG	7.58947760e-03	6.14166160e-04	1	true
0.1935          	smoothSolver	9.68318270e-03	4.85141980e-04	2	1.32611910e-02	6.93479000e-04	2	false	GAMG	8.42678720e-03	6.54248770e-04	1	true
0.194           	smoothSolver	9.65701250e-03	4.80637380e-04	2	1.32283440e-02	6.94120520e-04	2	false	GAMG	5.66763140e-03	4.36158680e-04	1	true
0.1945          	smoothSolver	9.63279430e-03	4.79656940e-04	2	1.31888840e-02	7.06383290e-04	2	false	GAMG	7.53069890e-03	5.84550820e-04	1	true
0.195           	smoothSolver	9.62709830e-03	4.78782790e-04	2	1.31607060e-02	7.04724800e-04	2	false	GAMG	1.17797230e-02	8.96620000e-04	1	true
0.1955          	smoothSolver	9.58522680e-03	4.75848340e-04	2	1.31411930e-02	7.03747740e-04	2	false	GAMG	8.20290430e-03	6.43969220e-04	1	true
0.196           	smoothSolver	9.56014590e-03	4.74305350e-04	2	1.30970920e-02	7.06280040e-04	2	false	GAMG	5.97979380e-03	4.73901540e-04	1	true
0.1965          	smoothSolver	9.53568860e-03	4.70434360e-04	2	1.30635330e-02	6.89981140e-04	2	false	GAMG	6.87836520e-03	4.89714230e-04	1	true
0.197           	smoothSolver	9.50029090e-03	4.68973320e-04	2	1.30169850e-02	6.87439270e-04	2	false	GAMG	8.48719690e-03	6.55531480e-04	1	true
0.1975          	smoothSolver	9.47299750e-03	4.73009120e-04	2	1.29662610e-02	7.01713180e-04	2	false	GAMG	8.41788570e-03	6.09883230e-04	1	true
0.198           	smoothSolver	9.43051950e-03	4.75155650e-04	2	1.29452930e-02	6.88566000e-04	2	false	GAMG	4.84900480e-03	3.66037570e-04	1	true
0.1985          	smoothSolver	9.39166970e-03	4.76404380e-04	2	1.28971050e-02	6.84304090e-04	2	false	GAMG	6.96468920e-03	5.02900300e-04	1	true
0.199           	smoothSolver	9.35559370e-03	4.74030840e-04	2	1.28412620e-02	6.80434390e-04	2	false	GAMG	5.39515420e-03	3.67918340e-04	1	true
0.1995          	smoothSolver	9.31832710e-03	4.71695700e-04	2	1.28254190e-02	6.81530960e-04	2	false	GAMG	3.84383810e-03	2.49014430e-04	1	true
0.2             	smoothSolver	9.28526160e-03	4.66189500e-04	2	1.27798860e-02	6.62795240e-04	2	false	GAMG	4.55106110e-03	3.10152140e-04	1	true
0.2005          	smoothSolver	9.26377050e-03	4.64163850e-04	2	1.27195910e-02	6.58064480e-04	2	false	GAMG	5.71636450e-03	2.90596580e-04	1	true
0.201           	smoothSolver	9.23129790e-03	4.59329650e-04	2	1.26803540e-02	6.51809000e-04	2	false	GAMG	3.40879620e-03	2.39315990e-04	1	true
0.2015          	smoothSolver	9.18934700e-03	4.56381850e-04	2	1.26270590e-02	6.36740310e-04	2	false	GAMG	2.77923460e-03	1.98198530e-04	1	true
0.202           	smoothSolver	9.15553770e-03	4.55669060e-04	2	1.25808140e-02	6.46835650e-04	2	false	GAMG	3.63176210e-03	2.77284950e-04	1	true
0.2025          	smoothSolver	9.12173060e-03	4.48818070e-04	2	1.25544800e-02	6.39498230e-04	2	false	GAMG	4.46747690e-03	2.62098020e-04	1	true
0.203           	smoothSolver	9.09280040e-03	4.46253120e-04	2	1.25270080e-02	6.27229590e-04	2	false	GAMG	3.72032580e-03	2.64513090e-04	1	true
0.2035          	smoothSolver	9.05763870e-03	4.44907530e-04	2	1.24915130e-02	6.30431750e-04	2	false	GAMG	3.55316400e-03	2.51103130e-04	1	true
0.204           	smoothSolver	9.03317950e-03	4.46047770e-04	2	1.24636250e-02	6.28159090e-04	2	false	GAMG	3.51497490e-03	2.48105350e-04	1	true
0.2045          	smoothSolver	9.00461120e-03	4.50159390e-04	2	1.24312800e-02	6.29296480e-04	2	false	GAMG	3.40130730e-03	2.40503810e-04	1	true
0.205           	smoothSolver	8.98590550e-03	4.52740350e-04	2	1.24038140e-02	6.29414280e-04	2	false	GAMG	3.34257800e-03	2.42021440e-04	1	true
0.2055          	smoothSolver	8.96811220e-03	4.53749720e-04	2	1.23791730e-02	6.27942800e-04	2	false	GAMG	3.20343280e-03	2.27231370e-04	1	true
0.206           	smoothSolver	8.96089470e-03	4.53201070e-04	2	1.23619440e-02	6.27575880e-04	2	false	GAMG	3.53527420e-03	2.63780250e-04	1	true
0.2065          	smoothSolver	8.93727780e-03	4.49876920e-04	2	1.23409360e-02	6.21366000e-04	2	false	GAMG	3.48817170e-03	2.40211910e-04	1	true
0.207           	smoothSolver	8.92777220e-03	4.46312090e-04	2	1.23338730e-02	6.16332840e-04	2	false	GAMG	3.09222840e-03	2.27524040e-04	1	true
0.2075          	smoothSolver	8.91632670e-03	4.43963550e-04	2	1.23142270e-02	6.20252250e-04	2	false	GAMG	2.43046720e-03	1.72165730e-04	1	true
0.208           	smoothSolver	8.92174750e-03	4.46848020e-04	2	1.23195450e-02	6.24137660e-04	2	false	GAMG	2.52307830e-03	1.80196700e-04	1	true
0.2085          	smoothSolver	8.91436540e-03	4.45251790e-04	2	1.23346140e-02	6.29351430e-04	2	false	GAMG	2.92592490e-03	2.08398840e-04	1	true
0.209           	smoothSolver	8.91229810e-03	4.44599880e-04	2	1.23346820e-02	6.33398120e-04	2	false	GAMG	2.63140990e-03	1.92038670e-04	1	true
0.2095          	smoothSolver	8.91631270e-03	4.42920830e-04	2	1.23385050e-02	6.25894060e-04	2	false	GAMG	2.05169240e-03	1.45473050e-04	1	true
0.21            	smoothSolver	8.91916300e-03	4.44042770e-04	2	1.23678010e-02	6.35892250e-04	2	false	GAMG	2.20278940e-03	1.52193690e-04	1	true
0.2105          	smoothSolver	8.91792600e-03	4.42336520e-04	2	1.23838550e-02	6.19845310e-04	2	false	GAMG	2.07975090e-03	1.51277540e-04	1	true
0.211           	smoothSolver	8.93063760e-03	4.46493040e-04	2	1.24022900e-02	6.31236940e-04	2	false	GAMG	2.39104650e-03	1.69515970e-04	1	true
0.2115          	smoothSolver	8.94632280e-03	4.47981170e-04	2	1.24311540e-02	6.30121710e-04	2	false	GAMG	2.46402220e-03	1.42342350e-04	1	true
0.212           	smoothSolver	8.96828340e-03	4.49777120e-04	2	1.24520860e-02	6.31022510e-04	2	false	GAMG	2.30834750e-03	1.61421050e-04	1	true
0.2125          	smoothSolver	8.96361810e-03	4.50079600e-04	2	1.24642870e-02	6.31607790e-04	2	false	GAMG	2.37417690e-03	1.64280150e-04	1	true
0.213           	smoothSolver	8.97465930e-03	4.49738810e-04	2	1.24918960e-02	6.29512490e-04	2	false	GAMG	2.71830690e-03	1.49185410e-04	1	true
0.2135          	smoothSolver	8.98734830e-03	4.50127880e-04	2	1.25097230e-02	6.26746040e-04	2	false	GAMG	2.16608360e-03	1.58225330e-04	1	true
0.214           	smoothSolver	8.99990070e-03	4.48753620e-04	2	1.25043410e-02	6.27831240e-04	2	false	GAMG	2.51439470e-03	1.50248120e-04	1	true
0.2145          	smoothSolver	9.01305850e-03	4.51277960e-04	2	1.25389890e-02	6.27533900e-04	2	false	GAMG	2.23338820e-03	1.47733870e-04	1	true
0.215           	smoothSolver	9.03595690e-03	4.53186840e-04	2	1.25472440e-02	6.26315760e-04	2	false	GAMG	1.98955960e-03	1.30887430e-04	1	true
0.2155          	smoothSolver	9.06277870e-03	4.53900880e-04	2	1.25575250e-02	6.24851720e-04	2	false	GAMG	2.10784830e-03	1.55685050e-04	1	true
0.216           	smoothSolver	9.07762820e-03	4.55161370e-04	2	1.25558990e-02	6.16190630e-04	2	false	GAMG	1.99405920e-03	1.45276150e-04	1	true
0.2165          	smoothSolver	9.08756990e-03	4.57512600e-04	2	1.25586730e-02	6.22241410e-04	2	false	GAMG	2.35788980e-03	1.58518110e-04	1	true
0.217           	smoothSolver	9.11690090e-03	4.64614380e-04	2	1.25613440e-02	6.31542240e-04	2	false	GAMG	2.00297720e-03	1.35607180e-04	1	true
0.2175          	smoothSolver	9.11958740e-03	4.65245830e-04	2	1.25577410e-02	6.32633400e-04	2	false	GAMG	1.88711370e-03	1.36324420e-04	1	true
0.218           	smoothSolver	9.13293900e-03	4.71060490e-04	2	1.25589550e-02	6.39004870e-04	2	false	GAMG	1.85437460e-03	1.32283490e-04	1	true
0.2185          	smoothSolver	9.14106030e-03	4.70711630e-04	2	1.25649390e-02	6.41533740e-04	2	false	GAMG	1.96185950e-03	1.14164490e-04	1	true
0.219           	smoothSolver	9.17615190e-03	4.73490150e-04	2	1.25560970e-02	6.36259010e-04	2	false	GAMG	1.83739330e-03	1.36095800e-04	1	true
0.2195          	smoothSolver	9.17569050e-03	4.78950910e-04	2	1.25536540e-02	6.45124620e-04	2	false	GAMG	1.63564670e-03	8.95665640e-05	1	true
0.22            	smoothSolver	9.19438430e-03	4.81360840e-04	2	1.25566040e-02	6.46475310e-04	2	false	GAMG	1.55558040e-03	1.03281510e-04	1	true
0.2205          	smoothSolver	9.19911780e-03	4.87849530e-04	2	1.25537340e-02	6.52272420e-04	2	false	GAMG	1.77714180e-03	1.25048350e-04	1	true
0.221           	smoothSolver	9.21000880e-03	4.88294600e-04	2	1.25535420e-02	6.56717240e-04	2	false	GAMG	1.61650450e-03	1.14248370e-04	1	true
0.2215          	smoothSolver	9.21194380e-03	4.85631020e-04	2	1.25385090e-02	6.44994700e-04	2	false	GAMG	1.54108530e-03	1.02115040e-04	1	true
0.222           	smoothSolver	9.21621940e-03	4.83240300e-04	2	1.25353120e-02	6.49021440e-04	2	false	GAMG	5.98579310e-03	3.93358510e-04	1	true
0.2225          	smoothSolver	9.21358050e-03	4.80253810e-04	2	1.25187050e-02	6.42954350e-04	2	false	GAMG	4.20287880e-03	3.10156860e-04	1	true
0.223           	smoothSolver	9.24202030e-03	4.83264300e-04	2	1.25156380e-02	6.37193950e-04	2	false	GAMG	3.38936850e-03	2.80486070e-04	1	true
0.2235          	smoothSolver	9.22260150e-03	4.83038920e-04	2	1.24958780e-02	6.43708240e-04	2	false	GAMG	7.41757630e-03	5.76455790e-04	1	true
0.224           	smoothSolver	9.22143680e-03	4.82708270e-04	2	1.24909020e-02	6.37136210e-04	2	false	GAMG	3.04408270e-03	2.65437610e-04	1	true
0.2245          	smoothSolver	9.22386120e-03	4.82726490e-04	2	1.24750520e-02	6.40426540e-04	2	false	GAMG	3.82228940e-03	3.23149550e-04	1	true
0.225           	smoothSolver	9.20703320e-03	4.85159440e-04	2	1.24697710e-02	6.50898340e-04	2	false	GAMG	3.45877120e-03	2.94962830e-04	1	true
0.2255          	smoothSolver	9.19216170e-03	4.85127050e-04	2	1.24689410e-02	6.45324500e-04	2	false	GAMG	6.91236290e-03	5.77668940e-04	1	true
0.226           	smoothSolver	9.19170370e-03	4.83499840e-04	2	1.24700580e-02	6.54085790e-04	2	false	GAMG	7.35116960e-03	6.11712170e-04	1	true
0.2265          	smoothSolver	9.16310690e-03	4.83830320e-04	2	1.24592980e-02	6.73752930e-04	2	false	GAMG	8.26841300e-03	6.94614970e-04	1	true
0.227           	smoothSolver	9.15391690e-03	4.81338250e-04	2	1.24556050e-02	6.68824860e-04	2	false	GAMG	1.00545010e-02	8.93119340e-04	1	true
0.2275          	smoothSolver	9.12752380e-03	4.79330550e-04	2	1.24413090e-02	6.70084200e-04	2	false	GAMG	1.15720040e-02	9.77896400e-04	1	true
0.228           	smoothSolver	9.10009830e-03	4.84776950e-04	2	1.24369490e-02	6.67814890e-04	2	false	GAMG	8.90684180e-03	7.64857470e-04	1	true
0.2285          	smoothSolver	9.08151060e-03	4.85357340e-04	2	1.24363960e-02	6.69962920e-04	2	false	GAMG	1.34377110e-02	1.14121410e-03	1	true
0.229           	smoothSolver	9.05917890e-03	4.88884020e-04	2	1.24287670e-02	6.81552830e-04	2	false	GAMG	1.34086540e-02	1.17380020e-03	1	true
0.2295          	smoothSolver	9.03674760e-03	4.86363460e-04	2	1.24095350e-02	6.68262570e-04	2	false	GAMG	1.60245800e-02	1.36420330e-03	1	true
0.23            	smoothSolver	9.02804130e-03	4.82493660e-04	2	1.23979470e-02	6.73478380e-04	2	false	GAMG	1.71128230e-02	1.48000810e-03	1	true
0.2305          	smoothSolver	9.00358570e-03	4.86654590e-04	2	1.23770590e-02	6.81484260e-04	2	false	GAMG	1.86740160e-02	1.54211350e-03	1	true
0.231           	smoothSolver	8.97962920e-03	4.80998920e-04	2	1.23634830e-02	6.69476490e-04	2	false	GAMG	1.73811520e-02	1.54215110e-03	1	true
0.2315          	smoothSolver	8.96219710e-03	4.83027750e-04	2	1.23364560e-02	6.88368640e-04	2	false	GAMG	1.83849270e-02	1.51711340e-03	1	true
0.232           	smoothSolver	8.94134980e-03	4.80061860e-04	2	1.23143160e-02	6.77892110e-04	2	false	GAMG	1.87837990e-02	1.56649320e-03	1	true
0.2325          	smoothSolver	8.91835240e-03	4.73116670e-04	2	1.22781790e-02	6.68855160e-04	2	false	GAMG	2.02308800e-02	1.57468450e-03	1	true
0.233           	smoothSolver	8.89637530e-03	4.72600790e-04	2	1.22404340e-02	6.71279210e-04	2	false	GAMG	1.87950110e-02	1.57504150e-03	1	true
0.2335          	smoothSolver	8.87251610e-03	4.69974530e-04	2	1.22004230e-02	6.62878380e-04	2	false	GAMG	2.05424860e-02	1.62106370e-03	1	true
0.234           	smoothSolver	8.85547730e-03	4.74046750e-04	2	1.21613570e-02	6.75413300e-04	2	false	GAMG	1.92432390e-02	1.62054680e-03	1	true
0.2345          	smoothSolver	8.81964640e-03	4.69384020e-04	2	1.21154150e-02	6.71332930e-04	2	false	GAMG	2.40987430e-02	1.68473940e-03	1	true
0.235           	smoothSolver	8.81458160e-03	4.66374940e-04	2	1.20843020e-02	6.66793200e-04	2	false	GAMG	1.99406500e-02	1.71129380e-03	1	true
0.2355          	smoothSolver	8.79613320e-03	4.69784490e-04	2	1.20325210e-02	6.77121240e-04	2	false	GAMG	1.95150570e-02	1.61793550e-03	1	true
0.236           	smoothSolver	8.76695130e-03	4.63132120e-04	2	1.19798320e-02	6.68390360e-04	2	false	GAMG	1.92520560e-02	1.57101170e-03	1	true
0.2365          	smoothSolver	8.75771130e-03	4.63021380e-04	2	1.19409550e-02	6.71968090e-04	2	false	GAMG	2.01584220e-02	1.55738460e-03	1	true
0.237           	smoothSolver	8.74208670e-03	4.63406170e-04	2	1.18893720e-02	6.72304050e-04	2	false	GAMG	1.84177440e-02	1.53800880e-03	1	true
0.2375          	smoothSolver	8.71779080e-03	4.57417090e-04	2	1.18415130e-02	6.65053030e-04	2	false	GAMG	1.72792950e-02	1.39997920e-03	1	true
0.238           	smoothSolver	8.70736240e-03	4.58990220e-04	2	1.18008510e-02	6.71047340e-04	2	false	GAMG	1.82753730e-02	1.48355260e-03	1	true
0.2385          	smoothSolver	8.68396160e-03	4.57233780e-04	2	1.17506510e-02	6.63427960e-04	2	false	GAMG	1.69366380e-02	1.37335440e-03	1	true
0.239           	smoothSolver	8.67282920e-03	4.57742590e-04	2	1.17014160e-02	6.57900300e-04	2	false	GAMG	1.89650390e-02	1.58499420e-03	1	true
0.2395          	smoothSolver	8.66055310e-03	4.52930880e-04	2	1.16620920e-02	6.44785440e-04	2	false	GAMG	1.96378400e-02	1.59633200e-03	1	true
0.24            	smoothSolver	8.64608020e-03	4.49873690e-04	2	1.16239640e-02	6.37166960e-04	2	false	GAMG	2.07973200e-02	1.64733320e-03	1	true
0.2405          	smoothSolver	8.65166870e-03	4.57484720e-04	2	1.15861010e-02	6.41550210e-04	2	false	GAMG	1.29320750e-02	8.60185970e-04	1	true
0.241           	smoothSolver	8.64563130e-03	4.58107330e-04	2	1.15545170e-02	6.39267210e-04	2	false	GAMG	1.14514950e-02	8.87237660e-04	1	true
0.2415          	smoothSolver	8.63438620e-03	4.56042970e-04	2	1.15100010e-02	6.38384660e-04	2	false	GAMG	1.94545090e-02	1.50067160e-03	1	true
0.242           	smoothSolver	8.65458710e-03	4.62349310e-04	2	1.14977090e-02	6.45353010e-04	2	false	GAMG	1.64880380e-02	1.39095070e-03	1	true
0.2425          	smoothSolver	8.86409940e-03	4.96199930e-04	2	1.16416970e-02	6.60553840e-04	2	false	GAMG	2.15989180e-02	1.98368220e-03	1	true
0.243           	smoothSolver	9.14861190e-03	4.94176910e-04	2	1.18537020e-02	6.69298510e-04	2	false	GAMG	2.36805360e-02	1.62393990e-03	1	true
0.2435          	smoothSolver	8.94843030e-03	4.87395460e-04	2	1.18149420e-02	6.55404550e-04	2	false	GAMG	2.05358050e-02	1.66088260e-03	1	true
0.244           	smoothSolver	8.84876590e-03	4.70884880e-04	2	1.15756380e-02	6.50277480e-04	2	false	GAMG	2.10758540e-02	1.66119980e-03	1	true
0.2445          	smoothSolver	8.72477760e-03	4.72135160e-04	2	1.15162490e-02	6.51076380e-04	2	false	GAMG	9.85891580e-03	8.30769730e-04	1	true
0.245           	smoothSolver	8.62845220e-03	4.68942440e-04	2	1.14200170e-02	6.43368210e-04	2	false	GAMG	1.63369580e-02	1.27715280e-03	1	true
0.2455          	smoothSolver	8.57064790e-03	4.63465780e-04	2	1.13715040e-02	6.37992870e-04	2	false	GAMG	1.03563730e-02	8.48390910e-04	1	true
0.246           	smoothSolver	8.54185130e-03	4.60202200e-04	2	1.13322440e-02	6.42865230e-04	2	false	GAMG	1.91768780e-02	1.28969950e-03	1	true
0.2465          	smoothSolver	8.52175750e-03	4.55005180e-04	2	1.12960790e-02	6.38475280e-04	2	false	GAMG	1.33595330e-02	1.00168540e-03	1	true
0.247           	smoothSolver	8.49799010e-03	4.50652450e-04	2	1.12813670e-02	6.34285560e-04	2	false	GAMG	1.04224660e-02	7.04318160e-04	1	true
0.2475          	smoothSolver	8.47447460e-03	4.46266990e-04	2	1.12773790e-02	6.31645580e-04	2	false	GAMG	6.30688180e-03	4.36435420e-04	1	true
0.248           	smoothSolver	8.45055370e-03	4.43404130e-04	2	1.12609180e-02	6.25940620e-04	2	false	GAMG	1.15802080e-02	8.30714760e-04	1	true
0.2485          	smoothSolver	8.44614300e-03	4.42374350e-04	2	1.12602820e-02	6.21859260e-04	2	false	GAMG	8.42658460e-03	6.42870570e-04	1	true
0.249           	smoothSolver	8.41102270e-03	4.41088280e-04	2	1.12617800e-02	6.21296780e-04	2	false	GAMG	1.15524450e-02	7.47382850e-04	1	true
0.2495          	smoothSolver	8.39153270e-03	4.39185990e-04	2	1.12491850e-02	6.21269740e-04	2	false	GAMG	1.49600870e-02	1.10235950e-03	1	true
0.25            	smoothSolver	8.35899790e-03	4.33859080e-04	2	1.12284400e-02	6.20274060e-04	2	false	GAMG	5.20897320e-03	3.39900560e-04	1	true
0.2505          	smoothSolver	8.33386310e-03	4.34278540e-04	2	1.12112480e-02	6.20702970e-04	2	false	GAMG	7.39730970e-03	5.74756670e-04	1	true
