bc1_loss,bc2_loss,epoch,phys_cond_loss,step,time_cond_loss,train_loss
0.21996690332889557,0.14589670300483704,0,0.06428647041320801,0,0.5412715673446655,0.9714216589927673
0.21795450150966644,0.14392466843128204,1,0.06421320140361786,1,0.539608359336853,0.9657007455825806
0.21595843136310577,0.1419726312160492,2,0.06414039433002472,2,0.5379622578620911,0.960033655166626
0.21397864818572998,0.14004063606262207,3,0.06406808644533157,3,0.5363332033157349,0.9544205665588379
0.21201539039611816,0.13812866806983948,4,0.06399626284837723,4,0.5347213745117188,0.9488617777824402
0.21006865799427032,0.13623681664466858,5,0.06392492353916168,5,0.533126711845398,0.9433571100234985
0.20973818004131317,0.13594506680965424,6,0.06390634924173355,6,0.5328763723373413,0.9424659609794617
0.20932087302207947,0.1355753242969513,7,0.06388261914253235,7,0.5325591564178467,0.9413379430770874
0.20882877707481384,0.13513816893100739,8,0.06385434418916702,8,0.5321840643882751,0.940005362033844
0.20827031135559082,0.13464108109474182,9,0.06382200121879578,9,0.531757652759552,0.93849116563797
