D_loss,bcx_down_loss,bcx_up_loss,bcy_down_loss,bcy_up_loss,epoch,initial_loss,step,train_loss
0.0246307160705328,0.0,0.0,0.0,0.0,0,0.25750118494033813,0,0.2821319103240967
0.022984927520155907,0.0,0.0,0.0,0.0,1,0.25768354535102844,1,0.2806684672832489
0.021394185721874237,0.0,0.0,0.0,0.0,2,0.25786176323890686,2,0.2792559564113617
0.019896293058991432,0.0,0.0,0.0,0.0,3,0.2580372393131256,3,0.2779335379600525
0.018467891961336136,0.0,0.0,0.0,0.0,4,0.2582104504108429,4,0.2766783535480499
0.017136532813310623,0.0,0.0,0.0,0.0,5,0.2583807706832886,5,0.2755173146724701
0.013598836027085781,0.0,0.0,0.0,0.0,6,0.2588808238506317,6,0.2724796533584595
0.01061665453016758,0.0,0.0,0.0,0.0,7,0.25936654210090637,7,0.2699832022190094
0.008148251101374626,0.0,0.0,0.0,0.0,8,0.2598375976085663,8,0.26798585057258606
0.006176922935992479,0.0,0.0,0.0,0.0,9,0.2602878510951996,9,0.2664647698402405
