bcx_down_loss,bcx_up_loss,bcy_down_loss,bcy_up_loss,dom_loss,epoch,initial_cond_loss,step,train_loss
0.0,0.0,0.0,0.0,0.001417650724761188,0,0.24788513779640198,0,0.24930278956890106
0.0,0.0,0.0,0.0,0.0013159305090084672,1,0.247892826795578,1,0.24920876324176788
0.0,0.0,0.0,0.0,0.00123465561773628,2,0.24788644909858704,2,0.24912111461162567
0.0,0.0,0.0,0.0,0.0011711498955264688,3,0.24786429107189178,3,0.24903546273708344
0.0,0.0,0.0,0.0,0.0011258793529123068,4,0.24782855808734894,4,0.2489544302225113
0.0,0.0,0.0,0.0,0.0010991048766300082,5,0.24778242409229279,5,0.248881533741951
0.0,0.0,0.0,0.0,0.0010544676333665848,6,0.24762113392353058,6,0.24867559969425201
0.0,0.0,0.0,0.0,0.0010516744805499911,7,0.24744448065757751,7,0.2484961599111557
0.0,0.0,0.0,0.0,0.0010902920039370656,8,0.2472601979970932,8,0.24835047125816345
0.0,0.0,0.0,0.0,0.001148258917964995,9,0.24707482755184174,9,0.24822308123111725
