bcx_down_loss,bcx_up_loss,bcy_down_loss,bcy_up_loss,dom_loss,epoch,initial_cond_loss,step,train_loss
0.0,0.0,0.0,0.0,0.01030060276389122,0,0.24948075413703918,0,0.2597813606262207
0.0,0.0,0.0,0.0,0.009292660281062126,1,0.2497083693742752,1,0.2590010166168213
0.0,0.0,0.0,0.0,0.008350533433258533,2,0.24993351101875305,2,0.2582840323448181
0.0,0.0,0.0,0.0,0.0074562500230968,3,0.25015586614608765,3,0.25761210918426514
0.0,0.0,0.0,0.0,0.006640291307121515,4,0.2503744959831238,4,0.25701478123664856
0.0,0.0,0.0,0.0,0.005882296711206436,5,0.25058814883232117,5,0.2564704418182373
0.0,0.0,0.0,0.0,0.003966072108596563,6,0.25121158361434937,6,0.25517764687538147
0.0,0.0,0.0,0.0,0.002560737542808056,7,0.2517958879470825,7,0.25435662269592285
0.0,0.0,0.0,0.0,0.0016107738483697176,8,0.2523202896118164,8,0.25393107533454895
0.0,0.0,0.0,0.0,0.001039932481944561,9,0.25276681780815125,9,0.2538067400455475
0.0,0.0,0.0,0.0,0.0007473176228813827,10,0.25311949849128723,10,0.2538668215274811
0.0,0.0,0.0,0.0,0.0006412268267013133,11,0.2533695697784424,11,0.25401079654693604
0.0,0.0,0.0,0.0,0.0006139779579825699,12,0.25351592898368835,12,0.25412991642951965
0.0,0.0,0.0,0.0,0.0006098379963077605,13,0.2535645365715027,13,0.2541743814945221
0.0,0.0,0.0,0.0,0.000591254502069205,14,0.2535257339477539,14,0.2541169822216034
0.0,0.0,0.0,0.0,0.0005478560924530029,15,0.25341203808784485,15,0.25395989418029785
0.0,0.0,0.0,0.0,0.00048102173605002463,16,0.25323596596717834,16,0.25371697545051575
0.0,0.0,0.0,0.0,0.00040097019518725574,17,0.2530095875263214,17,0.25341054797172546
0.0,0.0,0.0,0.0,0.0003304346464574337,18,0.2527444064617157,18,0.25307485461235046
0.0,0.0,0.0,0.0,0.00028867757646366954,19,0.2524512708187103,19,0.25273993611335754
0.0,0.0,0.0,0.0,0.00029002470546402037,20,0.2521402835845947,20,0.2524303197860718
0.0,0.0,0.0,0.0,0.0003391495847608894,21,0.25182023644447327,21,0.25215938687324524
0.0,0.0,0.0,0.0,0.0004346503410488367,22,0.2514994144439697,22,0.2519340515136719
0.0,0.0,0.0,0.0,0.0005781764048151672,23,0.25118499994277954,23,0.25176316499710083
0.0,0.0,0.0,0.0,0.0007591171888634562,24,0.2508834898471832,24,0.2516426146030426
0.0,0.0,0.0,0.0,0.0009642733493819833,25,0.2506001889705658,25,0.25156447291374207
0.0,0.0,0.0,0.0,0.001175142009742558,26,0.2503392696380615,26,0.25151440501213074
0.0,0.0,0.0,0.0,0.0013813694240525365,27,0.2501039206981659,27,0.25148528814315796
0.0,0.0,0.0,0.0,0.0015649836277589202,28,0.24989528954029083,28,0.2514602839946747
0.0,0.0,0.0,0.0,0.001716964296065271,29,0.24971452355384827,29,0.2514314651489258
0.0,0.0,0.0,0.0,0.0018263706006109715,30,0.24956128001213074,30,0.25138765573501587
0.0,0.0,0.0,0.0,0.0018875442910939455,31,0.24943424761295319,31,0.25132179260253906
0.0,0.0,0.0,0.0,0.0019076778553426266,32,0.24933090806007385,32,0.2512385845184326
0.0,0.0,0.0,0.0,0.0018903489690274,33,0.24924986064434052,33,0.25114020705223083
0.0,0.0,0.0,0.0,0.0018443760927766562,34,0.24918979406356812,34,0.2510341703891754
0.0,0.0,0.0,0.0,0.0017835944890975952,35,0.2491493672132492,35,0.2509329617023468
0.0,0.0,0.0,0.0,0.001699719694443047,36,0.24912706017494202,36,0.25082677602767944
0.0,0.0,0.0,0.0,0.0016153823817148805,37,0.24911917746067047,37,0.2507345676422119
0.0,0.0,0.0,0.0,0.0015311866300180554,38,0.24912101030349731,38,0.2506521940231323
0.0,0.0,0.0,0.0,0.0014605739852413535,39,0.24912677705287933,39,0.2505873441696167
0.0,0.0,0.0,0.0,0.001408635638654232,40,0.24913068115711212,40,0.25053930282592773
0.0,0.0,0.0,0.0,0.0013665971346199512,41,0.24912700057029724,41,0.250493586063385
0.0,0.0,0.0,0.0,0.001351216691546142,42,0.24911049008369446,42,0.2504616975784302
0.0,0.0,0.0,0.0,0.0013515189057216048,43,0.24907775223255157,43,0.25042927265167236
0.0,0.0,0.0,0.0,0.0013693952932953835,44,0.24902676045894623,44,0.25039616227149963
0.0,0.0,0.0,0.0,0.0014012622414156795,45,0.248956561088562,45,0.25035783648490906
0.0,0.0,0.0,0.0,0.0014462622348219156,46,0.24886777997016907,46,0.25031405687332153
0.0,0.0,0.0,0.0,0.0015020769787952304,47,0.2487623542547226,47,0.250264436006546
0.0,0.0,0.0,0.0,0.001564867328852415,48,0.24864330887794495,48,0.25020816922187805
0.0,0.0,0.0,0.0,0.0016380667220801115,49,0.24851423501968384,49,0.2501522898674011
0.0,0.0,0.0,0.0,0.0017197707202285528,50,0.24837954342365265,50,0.2500993013381958
0.0,0.0,0.0,0.0,0.0018019959097728133,51,0.24824412167072296,51,0.25004610419273376
0.0,0.0,0.0,0.0,0.0018894814420491457,52,0.2481125146150589,52,0.2500019669532776
0.0,0.0,0.0,0.0,0.0019652245100587606,53,0.24798905849456787,53,0.24995428323745728
0.0,0.0,0.0,0.0,0.0020332112908363342,54,0.24787695705890656,54,0.2499101758003235
0.0,0.0,0.0,0.0,0.0020908035803586245,55,0.2477784901857376,55,0.24986928701400757
0.0,0.0,0.0,0.0,0.0021361869294196367,56,0.24769474565982819,56,0.2498309314250946
0.0,0.0,0.0,0.0,0.0021622248459607363,57,0.24762597680091858,57,0.24978819489479065
0.0,0.0,0.0,0.0,0.0021732759196311235,58,0.24757108092308044,58,0.24974437057971954
0.0,0.0,0.0,0.0,0.002167192753404379,59,0.2475283145904541,59,0.24969550967216492
0.0,0.0,0.0,0.0,0.0021579854656010866,60,0.24749472737312317,60,0.2496527135372162
0.0,0.0,0.0,0.0,0.0021397110540419817,61,0.24746741354465485,61,0.2496071308851242
0.0,0.0,0.0,0.0,0.0021265693940222263,62,0.24744299054145813,62,0.24956956505775452
0.0,0.0,0.0,0.0,0.002104653511196375,63,0.24741855263710022,63,0.24952320754528046
0.0,0.0,0.0,0.0,0.002090280642732978,64,0.24739114940166473,64,0.2494814246892929
0.0,0.0,0.0,0.0,0.0020817317999899387,65,0.2473585456609726,65,0.2494402825832367
0.0,0.0,0.0,0.0,0.002076525939628482,66,0.24731901288032532,66,0.24939553439617157
0.0,0.0,0.0,0.0,0.0020830794237554073,67,0.2472710758447647,67,0.24935413897037506
0.0,0.0,0.0,0.0,0.0021002565044909716,68,0.24721436202526093,68,0.24931462109088898
0.0,0.0,0.0,0.0,0.002120413351804018,69,0.24714939296245575,69,0.24926981329917908
0.0,0.0,0.0,0.0,0.0021465353202074766,70,0.24707722663879395,70,0.2492237687110901
0.0,0.0,0.0,0.0,0.0021797919180244207,71,0.2469990998506546,71,0.2491789013147354
0.0,0.0,0.0,0.0,0.0022130461875349283,72,0.24691727757453918,72,0.24913032352924347
0.0,0.0,0.0,0.0,0.0022415209095925093,73,0.24683381617069244,73,0.24907535314559937
0.0,0.0,0.0,0.0,0.0022788660135120153,74,0.24675025045871735,74,0.24902911484241486
0.0,0.0,0.0,0.0,0.0023138311225920916,75,0.24666853249073029,75,0.24898238480091095
0.0,0.0,0.0,0.0,0.002343870932236314,76,0.2465904802083969,76,0.24893434345722198
0.0,0.0,0.0,0.0,0.002375688636675477,77,0.24651655554771423,77,0.24889224767684937
0.0,0.0,0.0,0.0,0.0023956894874572754,78,0.2464481145143509,78,0.24884380400180817
0.0,0.0,0.0,0.0,0.0024025230668485165,79,0.24638527631759644,79,0.2487878054380417
0.0,0.0,0.0,0.0,0.0024111561942845583,80,0.24632768332958221,80,0.2487388253211975
0.0,0.0,0.0,0.0,0.002423590049147606,81,0.24627439677715302,81,0.24869798123836517
0.0,0.0,0.0,0.0,0.0024250017013400793,82,0.24622438848018646,82,0.24864938855171204
0.0,0.0,0.0,0.0,0.0024276901967823505,83,0.2461763173341751,83,0.24860402941703796
0.0,0.0,0.0,0.0,0.0024260159116238356,84,0.24612915515899658,84,0.24855515360832214
0.0,0.0,0.0,0.0,0.0024116330314427614,85,0.24608148634433746,85,0.24849312007427216
0.0,0.0,0.0,0.0,0.002412480767816305,86,0.24603189527988434,86,0.24844437837600708
0.0,0.0,0.0,0.0,0.0024194475263357162,87,0.2459796965122223,87,0.24839912354946136
0.0,0.0,0.0,0.0,0.002427338156849146,88,0.2459246814250946,88,0.2483520358800888
0.0,0.0,0.0,0.0,0.002437883522361517,89,0.2458665519952774,89,0.24830444157123566
0.0,0.0,0.0,0.0,0.002447716426104307,90,0.24580539762973785,90,0.24825310707092285
0.0,0.0,0.0,0.0,0.002459936775267124,91,0.24574097990989685,91,0.24820095300674438
0.0,0.0,0.0,0.0,0.002480115508660674,92,0.24567405879497528,92,0.2481541782617569
0.0,0.0,0.0,0.0,0.0025002823676913977,93,0.24560536444187164,93,0.24810564517974854
0.0,0.0,0.0,0.0,0.002521845977753401,94,0.2455357313156128,94,0.248057559132576
0.0,0.0,0.0,0.0,0.0025518517941236496,95,0.24546590447425842,95,0.24801775813102722
0.0,0.0,0.0,0.0,0.0025655273348093033,96,0.24539673328399658,96,0.24796226620674133
0.0,0.0,0.0,0.0,0.0025875915307551622,97,0.2453278750181198,97,0.24791549146175385
0.0,0.0,0.0,0.0,0.0026109677273780107,98,0.24526017904281616,98,0.24787116050720215
0.0,0.0,0.0,0.0,0.002628123853355646,99,0.24519388377666473,99,0.24782200157642365
